id,pir,name,ceased,taxNumber,kshNumber,ahtiNumber,ohNumber,address,excName,excDate
95296,345022,10. SZ. ÁLTALÁNOS ISKOLA,,15345022104,15345022852032204,,028259,5600 Békéscsaba Kazinczy utca 8 ,Sári József,2009-08-01
101179,608705,10.SZ. NAPKÖZIOTTHONOS ÓVODA,,,16728846801032209,,,4100 Berettyóújfalu József Attila utca 25-27 ,Szénási Tiborné,2003-08-01
100516,601179,10. SZ. ÓVODA,,,16730270801032209,,,4220 Hajdúböszörmény Désány I. utca 11 ,Oláh Emődné,1999-08-01
98082,472504,10. SZ. PETŐFI SÁNDOR ÁLTALÁNOS ÉS MAGYAR-ANGOL KÉT TANITÁSI NYELVŰ ISKOLA,,15472504205,15472504852032205,,028956,3526 Miskolc Katowice utca 17 ,Varga Ferencné,2012-08-01
100732,603382,11. SZ. ÁLTALÁNOS ISKOLA,,,16654969801032204,,,5600 Békéscsaba Rózsa utca 21-23 ,Szloszjár Györgyné,2000-08-01
102112,618038,13.SZ. ÁLTALÁNOS ISKOLA,,,16819515801032215,,,4400 Nyíregyháza Huszár tér 5 ,Kozma Istvánné,2002-08-01
98084,472537,13. SZ. HUNYADI MÁTYÁS ÁLTALÁNOS ISKOLA,,,15472535801032205,,,3525 Miskolc Mátyás király utca 21 ,,
100694,603007,17. SZÁMÚ NAPKÖZIOTTHONOS ÓVODA,,,16695306801032207,,,2400 Dunaújváros Pajtás utca 2 ,,
97671,441399,1.SZ. ÁLTALÁNOS ISKOLA,,15441393213,15441393852032213,,037737,2040 Budaörs Hársfa utca 29 ,Simsik Zsuzsanna,2011-08-01
95315,345374,1. SZÁMÚ ÁLTALÁNOS ISKOLA,,15345376204,15345376801032204,,,5650 Mezőberény Luther tér 1 ,Siklósi István,2002-09-01
106607,685995,1. SZÁMÚ ÁLTALÁNOS ISKOLA,,16935176113,16935176852032213,,037767,2440 Százhalombatta Damjanich utca 24 ,Zentai Gáborné,2010-08-01
104619,655754,1. SZÁMÚ KATICABOGÁR ÓVODA,,,16805842851032214,,,8600 Siófok Bókay János utca 2/A ,Koller Árpádné,2003-08-01
101640,613318,1. SZÁMÚ ÓVODA,,,16701212801032207,,,2060 Bicske József Attila utca 9 ,,
102542,622336,1.SZÁMÚ ÓVODA,,,16696668801032207,,,2483 Gárdony Posta utca 20 ,,
101757,614481,1. SZ. BÖLCSÖDE,,,16799761853232213,,,2440 Százhalombatta Liszt Ferenc sétány 6 ,,
101314,610054,1.SZ. BÖLCSÖDE HATVAN,,,16747207853232210,,,3000 Hatvan Pázsit utca 41 ,Miklós Józsefné,2003-01-01
106441,683672,1. SZ. EGYESÍTETT ÓVODA,,,16916636851032201,,,1221 Budapest Leányka utca 40 ,,
98591,518246,1.SZ. ETALONSPORT ÁLTALÁNOS ÉS SPORTISKOLA PESTSZENTLŐRINC,,15518242243,15518242801032201,,,1186 Budapest Tövishát utca 8 ,,
106008,677138,1. SZ. FŐVÁROSI TANULÁSI KÉPESSÉGET VIZSGÁLÓ SZAKÉRTŐI ÉS REHABILITÁCIÓS BIZOTTSÁG,,16923405143,16923405856032201,,101876,1119 Budapest Rácz László utca 73 ,Puhala Ildikó,2008-08-16
101774,614656,1. SZ. IDŐSEK KLUBJA,,,16747104853232210,,,3390 Füzesabony Honvéd út 21 ,Méhi Béláné,2002-08-01
101175,608662,1. SZ. NAPKÖZIOTTHONOS ÓVODA,,,16725032801032209,,,4100 Berettyóújfalu Vass J. utca 8 ,Kovács Béláné,2003-08-01
100642,602462,1.SZ. NAPKÖZIOTTHONOS ÓVODA,,,16729483801032209,,,4200 Hajdúszoboszló Attila utca 51/B ,Szabó Zoltánné,2003-09-01
102572,622633,1. SZ. ÓVODA,,,16730201801032209,,,4220 Hajdúböszörmény Kálvineum utca 12 ,Nagy Sándorné,2002-08-01
96111,376369,1.SZ. OVODAIGAZGATOSÁG,,15376367109,15376367801032209,,,4060 Balmazújváros Vörösmarty utca 1/A ,Hüse Lajosné,2002-08-01
102677,623685,1.SZ.OVODA MEZÖTUR,,16836022116,16836022801032216,,,5400 Mezőtúr Földvári út 61 ,,
100695,603018,20. SZÁMÚ NAPKÖZIOTTHONOS ÓVODA,,,16695313801032207,,,2400 Dunaújváros Batsányi utca 2-4 ,,
98089,472614,21. SZ. ÁLTALÁNOS ISKOLA,,15472614205,15472614852032205,,028965,3535 Miskolc Tóth Á. utca 12 ,Nagy Varga Dezsőné,2012-08-31
100698,603041,25. SZÁMÚ NAPKÖZIOTTHONOS ÓVODA,,,16695368801032207,,,2400 Dunaújváros Fáy András utca 13 ,,
95298,345055,2. SZ. ÁLTALÁNOS ISKOLA,,15345053104,15345053852032204,,028254,5600 Békéscsaba Irányi utca 14 ,Szeleczki Erzsébet Éva,2009-08-01
97120,416647,2.SZ.ÁLTALÁNOS ISKOLA ÉS DIÁKOTTHON,,15416645217,15416645801032217,,,7100 Szekszárd Zrínyi utca 78 ,Matókné Misóczki Mária,2000-08-01
100688,602945,2. SZÁMÚ NAPKÖZIOTTHONOS ÓVODA,,,16695227801032207,,,2400 Dunaújváros BARTÓK BÉLA tér 6 ,,
102543,622347,2. SZÁMÚ ÓVODA,,,16696675801032207,,,2484 Gárdony Ősz utca 12 ,,
101758,614492,2.SZ. BÖLCSÖDE,,,16799778853232213,,,2440 Százhalombatta Kodály Zoltán sétány ,,
101315,610065,2.SZ. BÖLCSÖDE HATVAN,,,16747214853232210,,,3000 Hatvan Mohács utca 3 ,Tóth Bertalanné,2003-01-01
106442,683683,2. SZ. EGYESÍTETT ÓVODA,,,16916650851032201,,,1222 Budapest Kereszt utca 14 ,Simon Andrásné,2003-08-01
101775,614667,2. SZ. IDŐSEK KLUBJA,,,16747111853232210,,,3390 Füzesabony Zrínyi út 21 ,Perge Lászlóné,2002-08-01
101176,608673,2.SZ.NAPKÖZIOTTHONOS ÓVODA,,,16725104801032209,,,4100 Berettyóújfalu Rákóczi utca 25 ,Bazsó Sándorné,2001-08-01
104613,655699,2. SZ. NAPRAFORGÓ ÓVODA,,,16805756851032214,,,8600 Siófok Fő utca 130 ,Lampertné Zákonyi Judit,2003-08-01
102674,623652,2. SZ. OVODA,,,16830727801032216,,,5400 Mezőtúr Rákóczi út 28 ,Nagy Irén,2003-08-15
102671,623629,2. SZ.  ÓVODA,,,16823800801032215,,,4600 Kisvárda Csillag köz 2 ,Borbély Ferencné,2004-08-16
100584,601872,2. SZ. ÓVODA,,,16817908801032215,,,4600 Kisvárda Csillag köz 2 ,,
102573,622644,2. SZ. ÓVODA,,,16730225801032209,,,4220 Hajdúböszörmény Kölcsey Ferenc utca 1 ,Leleszné Sveda Klára,2003-09-01
96110,376358,2.SZ. ÓVODAIGAZGATÓSÁG,,15376350109,15376350801032209,,,4060 Balmazújváros Dózsa Gy. utca 18 ,Postáné Ónosi Mária,2004-08-01
102228,619190,3. SZ. ÁLTALÁNOS ISKOLA,,,16677661801032205,,,3571 Alsózsolca Ilona utca 17-19 ,,
96027,372790,3.SZ.ÁLTALÁNOS ISKOLA,,15372796209,15372796801032209,,,4200 Hajdúszoboszló Rákóczi utca 58-64 ,Pálóczi Gábor,2003-09-01
97911,452443,3.SZ.ÁLTALÁNOS ISKOLA,,,15452441801032212,,,3078 Bátonyterenye Tarjáni út 3 ,,
102544,622358,3.SZÁMÚ ÓVODA,,,16699331801032207,,,2484 Gárdony Óvoda utca 25 ,,
106443,683694,3. SZ. EGYESÍTETT ÓVODA,,,16916698851032201,,,1221 Budapest Ják utca 44-46 ,Hell Ferencné szül. Egyeki Margit,2007-10-01
106004,677095,3. SZ. FŐVÁROSI TANULÁSI KÉPESSÉGET VIZSGÁLÓ SZAKÉRTŐI ÉS REHABILITÁCIÓS BIZOTTSÁG,,16924949142,16924949856032201,,101878,1149 Budapest Fráter György utca 15-17 ,Metzger Balázs,2012-03-20
100643,602473,3.SZ. NAKÖZIOTTHONOS ÓVODA,,,16729490801032209,,,4200 Hajdúszoboszló Rákóczi utca 84 ,Gombos Róza,1999-07-01
101180,608716,3.SZ. NAPKÖZIOTTHONOS ÓVODA,,,16728918801032209,,,4100 Berettyóújfalu Radnóti utca 2 ,Török Istvánné,2003-08-01
102574,622655,3. SZ. ÓVODA,,,16730232801032209,,,4220 Hajdúböszörmény Hétvezér utca 58 ,Kissné Takács Judit,2002-08-01
104621,655787,"3.SZ. ""PILLANGÓ"" NAPKÖZIOTTHONOS ÓVODA",,,16801745851032214,,,8600 Siófok Csárdaréti utca ,,
100689,602956,4-14. SZÁMÚ. ÖSSZEVONT ÓVODAI EGYSÉG,,,16695234801032207,,,2400 Dunaújváros GORKIJ utca 3/B ,,
102545,622369,4. SZÁMÚ ÓVODA,,,16699348801032207,,,2483 Gárdony Dinnyés Vörösmarty utca 1 ,,
106444,683704,4. SZ. EGYESÍTETT ÓVODA,,,16916715851032201,,,1222 Budapest Vöröskereszt utca 13 ,Horváth Józsefné,2003-08-01
106007,677127,4. SZ. FŐVÁROSI TANULÁSI KÉPESSÉGET VIZSGÁLÓ SZAKÉRTŐI ÉS REHABILITÁCIÓS BIZOTTSÁG,,16923395142,16923395856032201,,101882,1077 Budapest Izabella utca 1 ,Sztaniszlavszky Márta,2008-08-16
98078,472450,4.SZ.ISTVÁNFFY GYULA ÁLTALÁNOS ISKOLA,,15472456205,15472456801032205,,,3525 Miskolc Kis-Hunyad utca 7 ,,
100586,601894,4. SZ. ÓVODA,,,16817922801032215,,,4600 Kisvárda Császy László út 9 ,,
102673,623641,4. SZ. ÓVODA,,,16823824801032215,,,4600 Kisvárda Császy László út 9 ,Pataky Lászlóné,2004-08-16
105944,676340,500.SZ. ANGSTER JÓZSEF SZAKKÉPZŐ ISKOLA,,16627635102,16627635853232202,,027448,7623 Pécs Rét utca 41-43 ,Várnagy Mihály,2010-08-01
95353,346195,5. SZ. ÁLTALÁNOS- ÉS SPORTISKOLA,,,15346195801032204,,,5700 Gyula Nürnberg utca 2 ,Pluhár János,2005-09-01
107943,792778,5. SZ. ÁLTALÁNOS ISKOLA,,15792778210,15792778852032210,,201495,3000 Hatvan Szabadság út 13 ,Kalcsó Mária,2011-07-01
102838,625294,5. SZ. ÁLTALÁNOS ISKOLA,,16742233110,16742233801032210,,,3000 Hatvan Szabadság út 13 ,,
104615,655710,5. SZÁMÚ SZÉCHENYI ISTVÁN UTCAI NAPKÖZI OTTHONOS ÓVODA,,,16805770851032214,,,8600 Siófok Széchenyi utca 33 ,Pető Vilmosné Pálfi Klára,2003-08-01
100640,602440,5.SZ. NAPKÖZIOTTHONOS ÓVODA,,,16725582801032209,,,4200 Hajdúszoboszló Hőforrás utca 154 ,Varga Istvánné,2000-07-01
104936,660301,626. SZAKKÉPZÖ ISKOLA ÉS KOLLÉGIUM,,16830806116,16830806853232216,,,5400 Mezőtúr Földvári út 8 ,Korom Endre,2007-09-01
102114,618050,6. SZ. ÁLTALÁNOS ISKOLA,,,16823886801032215,,,4600 Kisvárda Mátyás király út 107 ,Koi Mihályné,2003-09-01
100587,601904,6. SZ. ÁLTALÁNOS ISKOLA,,,16817984801032215,,,4600 Kisvárda Mátyás király utca 107 ,Koi Mihály,2003-09-01
106445,683726,6. SZ. EGYESÍTETT ÓVODA,,,16916760851032201,,,1225 Budapest Bartók Béla út 4 ,Háger Erzsébet,2006-08-01
100645,602495,6.SZ. NAPKÖZIOTTHONOS ÓVODA,,,16729517801032209,,,4200 Hajdúszoboszló Arany János utca 4 ,Kurucz  Zoltánné,2002-09-01
101178,608695,6.SZ.NAPKÖZIOTTHONOS ÓVODA,,,16728822801032209,,,4100 Berettyóújfalu Széchenyi utca 4-6 ,Király Istvánné,2003-08-01
102575,622666,6. SZ. ÓVODA,,,16730263801032209,,,4220 Hajdúböszörmény Újvárosi út 12 ,Oláh Imréné,2004-08-01
104616,655721,6.SZ. PÖTTYÖS NAPKÖZIOTTHONOS ÓVODA SIÓFOK,,,16805787851032214,,,8600 Siófok Áchim András utca 1 ,,
104617,655732,7. SZ. NYITNIKÉK NAPKÖZI OTTHOS ÓVODA,,,16805794851032214,,,8600 Siófok Fő utca 218 ,Jung Ildikó,2003-08-01
102571,622622,7. SZ. ÓVODA,,,16730191801032209,,,4220 Hajdúböszörmény Polgári utca 2 ,,
101511,612025,8 OSZTÁLYOS ÁLTALÁNOS ISKOLA,,,16793411801032213,,,2215 Káva Bényei út 5-7 ,,
100646,602505,8.SZ. NAPKÖZIOTTHONOS ÓVODA,,,16729524801032209,,,4200 Hajdúszoboszló Ady Endre utca 54 ,Holhós Jánosné,1995-06-01
101085,607764,9. SZ ÁLTALÁNOS ISKOLA,,,16651069801032204,,,5600 Békéscsaba Thurzó utca 33 ,Vargáné Nagy György Katalin,2003-09-01
102576,622677,9. SZ. ÁLTALÁNOS ISKOLA,,,16730287801032209,,,4220 Hajdúböszörmény Dobó István utca 2 ,Dánielné Andorkó Zsuzsánna,2002-08-01
94029,840000,ABÁDI BENEDEK MŰVELŐDÉSI HÁZ,,15840008116,15840008910132216,,,5241 Abádszalók Mikszáth Kálmán út 3 ,Szabó Imre,2024-03-29
99850,577083,ABÁDI BENEDEK VÁROSI MŰVELŐDÉSI HÁZ,,15577087216,15577087900132216,,,5241 Abádszalók Mikszáth út 3 ,,
83842,410261,ABÁDSZALÓKI KÖZÖS ÖNKORMÁNYZATI HIVATAL,,15410261116,15410261841132516,717603,,5241 Abádszalók Deák Ferenc út 12 ,Dr. Lipták Tünde,2022-08-01
99852,577104,ABÁDSZALÓKI REMÉNY GONDOZÁSI KÖZPONT,,15577104216,15577104889932216,,,5241 Abádszalók Kossuth L. út 6/b ,Füleki Istvánné,2018-03-01
87163,661485,ABÁDSZALÓK VÁROSI ÖNKORMÁNYZATI BÖLCSŐDE ÉS FŐZŐKONYHA,,16837889216,16837889889132216,,,5241 Abádszalók Kölcsey Ferenc  utca 4 ,Somodiné Csonka Beáta,2024-08-01
93770,836186,ABAI FÓRUM ÉTTEREM,,15836184207,15836184841132207,,,8127 Aba Rákóczi utca 4/B ,Valterné Kovács Gabriella,2024-04-01
103657,639514,ABAI GIMNÁZIUM ÉS KOLLÉGIUM,,16702244107,16702244853132207,,200963,8127 Aba Béke tér 1 ,Szilasy György,2010-07-01
109019,845643,ABAI HÉTSZÍNVIRÁG BÖLCSŐDE,,15845649107,15845649889132207,,,8127 Aba Dózsa utca 105 ,Vachtler Eszter,2020-11-30
92541,818283,ABAI HÉTSZÍNVIRÁG ÓVODA ÉS BÖLCSŐDE,,15818281107,15818281851032207,,202630,8127 Aba Dózsa utca 105 ,Csapó Laura,2022-08-16
93008,826017,ABAI IDŐSEK OTTHONA,,15826013207,15826013873032207,,,8127 Aba Kossuth  utca 154 ,Kovács Gergely,2021-06-15
109160,849717,ABAI JÁRÓBETEG SZAKELLÁTÓ INTÉZET,,15849715107,15849715862232207,,,8127 Aba Dózsa utca 34 ,Sejben-Szurok Anikó,2024-10-16
82866,362797,ABAI POLGÁRMESTERI HIVATAL,,15362797207,15362797841132507,707161,,8127 Aba Rákóczi utca 12 ,Pusztai Beáta,2023-11-01
103128,631222,ABALIGETI IDŐSKORÚAK GONDOZÓHÁZA,,,16628791873032202,,,7678 Abaliget Várhegy utca 2 ,Tárnok Istvánné,1999-12-27
109088,848709,ABALIGETI MESELIGET BÖLCSŐDE,,15848707102,15848707889132202,,,7678 Abaliget Kossuth  utca 84 ,Vlasicsné Bocz Krisztina Barbara,2023-08-21
105672,672672,ABA SÁMUEL ÁLTALÁNOS ÉS ALAPFOKÚ MŰVÉSZETI ISKOLA,,16772601112,16772601852032212,,032232,3127 Kazár Szabadság út 3 ,Kapás Imre László,2009-08-01
95850,365589,ABA SÁMUEL ÁLTALÁNOS ISKOLA,,15365587107,15365587801032207,,,8127 Aba István tér 7 ,,
103655,639482,ABA SÁMUEL ÁLTALÁNOS ISKOLA,,,16701937852032207,,030113,8127 Aba Szent István király tér 7 ,KASÓ LÁSZLÓ,2007-07-01
97628,439589,ABA SÁMUEL SZAKISKOLA,,15439581105,15439581853232205,,029343,3860 Encs Rákóczi út 59 ,Rácz László,2011-08-01
93515,832858,ABASÁRI NAPSUGÁR ÓVODA ÉS MINI BÖLCSŐDE,,15832850110,15832850851032210,,201880,3261 Abasár Múzeum  út 25 ,Kobziné Pelle Beáta,2020-09-01
83170,378714,ABASÁRI POLGÁRMESTERI HIVATAL,,15378716210,15378716841132510,710341,,3261 Abasár Fő tér 1 ,Tamasiné dr. Barta Andrea,2017-02-16
88038,686848,ABAÚJ-HEGYKÖZI GYERMEKJÓLÉTI ÉS SZOCIÁLIS ALAPSZOLGÁLTATÁSI KÖRZET,,16615081105,16615081889932205,,,3895 Gönc Petőfi utca 8 ,,
106663,686859,ABAÚJ-HEGYKÖZI SZOCIÁLIS ALAPSZOLGÁLTATÁSI KÖRZET,,,16615098889932205,,,3881 Abaújszántó Petőfi utca 16 ,Ferenc Mónika,2007-04-15
100076,585785,ABAÚJ-HEGYKÖZI TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS MUNKASZERVEZETE,,15585785105,15585785841132205,,,3895 Gönc Petőfi S. utca 8 ,Voloncs László,2006-12-14
100069,585686,ABAÚJI GYERMEKVÉDELMI KÖRZET,,15585682105,15585682879032205,,,3874 Hernádvécse Béke tér 7 ,Lónárt Attila,2005-07-01
97616,439336,ABAÚJI LAKÁSOTTHONOK,,,15439330853232205,,,3874 Hernádvécse Béke tér 7 ,,
98970,549736,"ABAÚJKÉR, ABAÚJALPÁR, HERNÁDBŰD, PERE KÖZSÉGEK ÖNKORMÁNYZATAINAK KÖRJEGYZŐSÉGE",,15549738105,15549738841132205,,,3882 Abaújkér Rákóczi utca 26 ,Kövér János,2003-02-25
93851,837149,ABAÚJKÉRI FŐZŐKONYHA,,15837147205,15837147562932205,,,3882 Abaújkér Petőfi Sándor utca 2 ,Puskásné Lesnyószki Kitti,2023-04-01
92776,821793,ABAÚJKÉRI HÉTSZÍNVIRÁG ÓVODA ÉS BÖLCSŐDE,,15821795105,15821795851032205,,202796,3882 Abaújkér Rákóczi utca 79 ,Vargáné Árnyasi Rita,2024-03-01
91479,804468,ABAÚJKÉRI KÖZÖS ÖNKORMÁNYZATI HIVATAL,,15804460105,15804460841132505,,,3882 Abaújkér Rákóczi utca 26 ,dr. Szatmári Fruzsina,2020-07-24
106463,683968,ABAUJKÉR KÖZSÉGI ÖNKORMÁNYZAT MŰVELŐDÉSI HÁZ,,16676127105,16676127900432205,,,3882 Abaújkér Rákóczi út 25 ,,
98981,549934,ABAÚJLAK-ABAÚJSZOLNOK KÖZSÉGEK KÖRJEGYZŐSÉGE,,15549934105,15549934751132205,,,3815 Abaújlak Fő út 82 ,,
92862,823126,ABAÚJSZÁNTÓI GONDOZÁSI KÖZPONT,,15823120205,15823120889932205,,,3881 Abaújszántó Petőfi  út 16 ,Takács Vincéné,2021-10-27
82710,349756,ABAÚJSZÁNTÓI KÖZÖS ÖNKORMÁNYZATI HIVATAL,,15349758105,15349758841132505,705783,,3881 Abaújszántó Béke út 51 ,Popják Eszter,2020-02-13
95486,350800,ABAÚJSZÁNTÓI MEZŐGAZDASÁGI SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM,,15350806205,15350806853232205,,029309,3881 Abaújszántó Kassai utca 22-24 ,Néposzné Gombás Katalin,2008-08-16
86205,636667,"ABAÚJSZÁNTÓI ÓVODA, BÖLCSŐDE ÉS KONYHA",,16679728205,16679728851032205,,028815,3881 Abaújszántó Jászay tér 10 ,Kocsis Józsefné,2022-08-01
94525,847252,ABAÚJSZÁNTÓI PETŐFI SÁNDOR MŰVELŐDÉSI HÁZ ÉS KÖNYVTÁR,,15847256105,15847256910132205,,,3881 Abaújszántó István király tér 4 ,Gyöngyössy Andrea,2023-05-01
98839,546636,ABAÚJVÁR-PÁNYOK-ZSUJTA KÖZSÉGEK KÖRJEGYZŐSÉGE,,15546632105,15546632841132205,,,3898 Abaújvár Petőfi út 4 ,Szabóné Fehér Mária,1990-08-01
107081,766250,ABDA-BÖRCS-IKRÉNY KÖZSÉGEK KÖRJEGYZŐSÉGE,,15766256108,15766256841132208,,,9151 Abda Szent István utca 3 ,Komjáti János,2010-05-01
95950,370916,ABDA-BÖRCS KÖZSÉGEK KÖRJEGYZŐSÉGE,,15370914108,15370914841132208,,,9151 Abda Szent István utca 20 ,dr. Weller Tamás,2006-01-01
91307,802178,ABDAI KÖZÖS ÖNKORMÁNYZATI HIVATAL,,15802176108,15802176841132508,,,9151 Abda Szent István utca 3 ,dr. Dukkon Eszter,2021-06-01
87995,685797,ABONYI GYÖNGYSZEMEK ÓVODA ÉS BÖLCSŐDE,,16795499113,16795499851032213,,032794,2740 Abony Apponyi Albert  utca 3-7 ,Nagy Gyula Lászlóné,2023-08-01
87997,685818,"ABONYI LAJOS MŰVELŐDÉSI HÁZ, KÖNYVTÁR ÉS MÚZEUMI KIÁLLÍTÓHELY",,16795516113,16795516910132213,,,2740 Abony Kálvin János utca 1 ,Simon Szabina,2022-01-01
87996,685807,ABONYI PINGVINES ÓVODA ÉS BÖLCSŐDE,,16795509113,16795509851032213,,032795,2740 Abony Bethlen Gábor út 3-5 ,Sátorné Tóth Melinda,2022-08-01
83370,390703,ABONYI POLGÁRMESTERI HIVATAL,,15390709213,15390709841132513,712466,,2740 Abony Kossuth tér 1 ,dr. Gáspár Anita,2020-03-16
96541,394691,ABONYI SPECIÁLIS OTTHON,,15394693213,15394693873031213,749497,,2740 Abony Nagykőrösi út 10 ,Benke Zoltán,2015-04-01
87994,685786,ABONYI SZIVÁRVÁNY ÓVODA ÉS BÖLCSŐDE,,16795482113,16795482851032213,,032793,2740 Abony Tószegi út 58/a ,Széll Tamásné,2023-08-01
104343,650847,ABONY VÁROSI ÖNKORMÁNYZAT VÍZIKÖZMŰVEKET MŰKÖDTETŐ INTÉZMÉNY,,16935293213,16935293410032213,,,2740 Abony Kossuth tér 1 ,Kemecsei Antal,2002-06-01
99453,567529,ÁBRAHÁMHEGY - BALATONRENDES KÖZSÉGEK KÖRJEGYZŐSÉGE,,15567521219,15567521841132219,,,8256 Ábrahámhegy Badacsonyi út 13 ,Soltész Attila,1998-12-21
107823,790026,ÁBRAHÁMHEGY - BALATONRENDES - SALFÖLD KÖZSÉGEK KÖRJEGYZŐSÉGE,,15790020119,15790020841132219,,,8256 Ábrahámhegy Badacsonyi út 13 ,Soltész Attila,2011-01-01
103928,644062,ÁBRÁNYI EMIL ÁLTALÁNOS ISKOLA,,16730177109,16730177852032209,,031162,4264 Nyírábrány Iskola utca 8 ,Dr. Varga Katalin,2011-08-01
94442,845928,ÁBRÁNYI KORNÉL MŰVELŐDÉSI HÁZ ÉS KÖNYVTÁR,,15845924109,15845924910132209,,,4264 Nyírábrány Ábrányi Kornél tér 5 ,Haller Barbara,2023-07-01
87656,674467,ÁCHIM ANDRÁS UTCAI ÓVODA,,16730610109,16730610851032209,,030864,4030 Debrecen Áchim András utca 20-22 ,Lipták-Kereki Judit,2023-10-01
100216,590354,ACSA-CSŐVÁR KÖZSÉGEK KÖRJEGYZŐSÉGE,,15590356113,15590356841132213,,,2683 Acsa Kossuth utca 97 ,Kiskutiné Cseri Mária,2007-06-01
99751,574839,ACSÁD ÉS MESZLEN KÖZSÉGEK KÖRJEGYZŐSÉGE,,15574833118,15574833841132218,,,9746 Acsád Béke utca 10 ,Dr. Váradi Renáta,2011-11-01
87295,664080,ACSÁDI MÉZESKALÁCS ÓVODA,,16867037118,16867037851032218,,036546,9746 Acsád Béke utca 58 ,Régváriné Reczetár Zsófia,2024-09-01
99548,569864,ACSÁDY IGNÁC SZAKKÉPZŐ ISKOLA,,15569860219,15569860853231219,747129,037219,8500 Pápa Erkel F. utca 39 ,Dr. Császár Éva Ildikó,2012-08-01
91792,808686,ACSAI KÖZÖS ÖNKORMÁNYZATI HIVATAL,,15808684113,15808684841132513,,,2683 Acsa Kossuth út 83 ,Dobos Sándor Zoltán,2014-04-24
89587,765857,ACSAI PITYPANG ÓVODA ÉS MINI BÖLCSŐDE,,15765853113,15765853851032213,,202154,2683 Acsa Petőfi út 1 ,Lami Katalin,2024-07-01
86677,648840,"ÁCSI BARTÓK BÉLA MŰVELŐDÉSI HÁZ, KÖNYVTÁR ÉS VÁROSI SPORTCSARNOK",,16755644111,16755644910132211,,,2941 Ács Zichy park 1 ,Balogh Attila,2024-08-29
89914,774655,ÁCSI BÓBITA ÓVODA,,15774655211,15774655851032211,,202263,2941 Ács Óvoda köz 2 ,Héreginé Major Ilona,2023-07-01
108342,807876,ÁCSI PITYPANG BÖLCSŐDE,,15807872111,15807872889132211,,,2941 Ács Óvoda köz 2 ,Kovács Klára,2013-09-01
83282,385419,ÁCSI POLGÁRMESTERI HIVATAL,,15385413111,15385413841132511,711601,,2941 Ács Gyár utca 23 ,Dr. Fülesné Balogh Anita,2019-04-03
106473,684118,ÁCS ISTVÁN GONDOZÁSI KÖZPONT,,16678552105,16678552881032205,,,3996 Füzér Árpád utca 3 ,Hódosi Sándorné,2010-01-01
86678,648862,ÁCSI SZOCIÁLIS ALAPSZOLGÁLTATÁSI KÖZPONT,,16763146211,16763146881032211,,,2941 Ács Fő utca 43-45 ,Gerencsérné Járóka Erzsébet,2021-01-01
88053,687153,ÁCS KÁROLY MŰVELŐDÉSI KÖZPONT,,16936610113,16936610910132213,,,2300 Ráckeve Kossuth Lajos utca 51 ,Szabó Gertrúd,2024-08-01
102850,625414,ÁCS KÁROLY MŰVELŐDÉSI KÖZPONT,,16935891113,16935891923432213,,,2300 Ráckeve Kossuth Lajos utca 51 ,,
96493,389297,ÁCSTESZÉRI MESEERDŐ ÓVODA,,15389297211,15389297851032211,,202409,2887 Ácsteszér Kossuth Lajos utca 56 ,Reif Jánosné,2013-07-01
92895,824002,ÁCSTESZÉRI MESEERDŐ ÓVODA ÉS BÖLCSŐDE,,15824004211,15824004851032211,,202409,2887 Ácsteszér Kossuth Lajos utca 56 ,Szvákné Szaller Edina Mária,2024-09-01
104009,645366,ADÁCSI ÁLTALÁNOS ISKOLA,,16740138210,16740138852032210,,031532,3292 Adács Rákóczi Ferenc utca 20-24 ,Juhászné Varga Márta,2008-07-01
86543,645355,ADÁCSI ÓVODA ÉS MINI BÖLCSŐDE,,16740121210,16740121851032210,,031387,3292 Adács Akácfa utca 3 ,Farkas  Mónika,2024-07-01
83171,378725,ADÁCSI POLGÁRMESTERI HIVATAL,,15378723210,15378723841132510,710352,,3292 Adács Szabadság tér 1 ,Dr Kiss László,2006-02-01
95515,354314,ÁDÁM JENŐ ÁLTALÁNOS ÉS ALAPFOKÚ MŰVÉSZETI ISKOLA,,15354312206,15354312801032206,,,6795 Bordány Dózsa György tér 1 ,,
98938,549219,ÁDÁM JENŐ ÁLTALÁNOS ISKOLA,,15549219205,15549219852032205,,028875,3700 Kazincbarcika Mikszáth K. út 2 ,,
103550,637806,ÁDÁM JENÖ ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETI ISKOLA,,16687598206,16687598852032206,,029705,6795 Bordány Bem utca 1 ,Simon Zoltánné,2009-08-01
98509,511193,ÁDÁM JENŐ FENNTARTÓI GYAKORLÓ ÁLTALÁNOS ISKOLA,,15511197243,15511197852032201,,034986,1118 Budapest Köbölkút utca 27 ,Bernát Zsuzsa,2012-08-01
97413,425984,ÁDÁM JENŐ ZENEISKOLA ALAPFOKÚ MŰVÉSZETI ISKOLA,,15425980118,15425980852032218,,040127,9500 Celldömölk József A. utca 3 ,Bejczi Károly,2008-08-01
105321,667498,ÁDÁM JENŐ ZENEISKOLA ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,,16897577120,16897577852032220,,040171,8960 Lenti Templom tér 11 ,Gyulavári Adrien,2009-10-01
